timestamp	accelX	accelY	accelZ	gyroX	gyroY	gyroZ	altitude
40710	0,431	-0,262	-0,872	-11,219	15,876	-2,974	607,531
40810	0,448	-0,263	-0,892	-4,704	1,236	3,924	607,101
40910	0,452	-0,27	-0,907	-4,66	-1,199	5,373	606,67
41010	0,437	-0,258	-0,878	-12,937	6,656	2,371	606,239
41110	0,442	-0,254	-0,862	-14,679	7,981	3,843	605,808
41210	0,455	-0,256	-0,885	-9,307	0,535	5,043	605,376
41310	0,451	-0,253	-0,878	-8,954	-10,23	7,844	604,945
41410	0,435	-0,25	-0,849	-14,657	2,437	5,131	604,513
41510	0,47	-0,261	-0,916	-13,49	4,516	16,371	604,081
41610	0,504	-0,269	-0,997	-13,022	-4,621	23,463	603,649
41710	0,502	-0,271	-1,017	-16,93	-5,05	21,093	603,218
41810	0,488	-0,265	-0,973	-18,816	4,844	18,122	602,788
41910	0,518	-0,272	-1,013	-14,386	3,691	24,556	602,359
42010	0,536	-0,284	-1,055	-15,675	-5,831	31,687	601,931
42110	0,503	-0,268	-0,993	-26,441	-0,014	25,971	601,502
42210	0,469	-0,257	-0,886	-23,281	7,101	28,647	601,073
42310	0,484	-0,27	-0,919	-15,911	-4,239	38,554	600,642
42410	0,511	-0,282	-0,998	-23,038	-11,12	37,738	600,211
42510	0,526	-0,286	-1,047	-28,063	9,986	26,662	599,779
42610	0,545	-0,297	-1,098	-19,367	10,855	27,557	599,348
42710	0,519	-0,292	-1,037	-16,137	-9,063	30,746	598,917
42810	0,487	-0,283	-0,966	-21,306	-0,928	25,261	598,486
42910	0,468	-0,279	-0,923	-22,938	13,157	26,581	598,055
43010	0,474	-0,274	-0,914	-20,569	4,641	30,999	597,624
43110	0,511	-0,288	-0,986	-18,499	-7,31	30,907	597,192
43210	0,489	-0,292	-0,991	-22,939	-6,638	29,021	596,761
43310	0,489	-0,295	-1,005	-19,575	6,382	33,925	596,33
43410	0,51	-0,294	-1,021	-13,321	6,323	37,636	595,899
43510	0,488	-0,293	-0,998	-19,075	-9,609	33,182	595,468
43610	0,464	-0,292	-0,968	-23,498	-2,167	24,358	595,037
43710	0,464	-0,288	-0,964	-15,774	9,447	24,663	594,606
43810	0,465	-0,284	-0,961	-10,582	-2,267	27,358	594,176
43910	0,448	-0,28	-0,935	-15,339	-3,503	18,423	593,745
44010	0,412	-0,271	-0,855	-16,195	0,543	20,473	593,314
44110	0,405	-0,266	-0,825	-9,979	6,846	23,477	592,883
44210	0,418	-0,266	-0,861	-5,815	3,791	18,711	592,451
44310	0,414	-0,264	-0,848	-9,325	-6,57	8,697	592,02
44410	0,398	-0,266	-0,824	-7,853	2,453	1,989	591,589
44510	0,397	-0,268	-0,845	0,75	7,964	8,263	591,158
44610	0,403	-0,262	-0,824	1,689	5,105	3,105	590,727
44710	0,386	-0,255	-0,771	1,174	5,269	-6,813	590,297
44810	0,416	-0,265	-0,825	-1,289	2,992	-13,226	589,87
44910	0,451	-0,282	-0,912	-4,286	0,937	-18,119	589,444
45010	0,449	-0,279	-0,902	1,325	10,817	-19,248	589,02
45110	0,468	-0,268	-0,901	0,982	9,726	-23,522	588,594
45210	0,476	-0,265	-0,916	-0,556	-3,416	-21,134	588,164
45310	0,444	-0,262	-0,855	-5,109	-4,749	-10,749	587,734
45410	0,437	-0,254	-0,823	-10,653	4,827	-3,036	587,302
45510	0,463	-0,249	-0,874	-7,546	4,019	3,857	586,87
45610	0,473	-0,253	-0,917	-4,961	-4,951	7,313	586,44
45710	0,476	-0,247	-0,93	-7,175	-3,522	7,174	586,009
45810	0,47	-0,248	-0,91	-10,679	4,104	16,474	585,579
45910	0,477	-0,261	-0,907	-15,058	3,859	27,185	585,147
46010	0,483	-0,249	-0,904	-19,333	-4,195	39,461	584,716
46110	0,485	-0,247	-0,918	-23,137	1,211	44,442	584,285
46210	0,481	-0,258	-0,91	-24,241	9,448	42,873	583,853
46310	0,511	-0,271	-0,947	-20,385	4,179	48,105	583,422
46410	0,514	-0,281	-0,968	-23,73	6,034	47,44	582,991
46510	0,484	-0,283	-0,923	-30,869	6,69	45,748	582,56
46610	0,492	-0,289	-0,937	-27,6	6,435	52,783	582,13
46710	0,492	-0,298	-0,949	-24,518	7,01	55,442	581,699
46810	0,485	-0,3	-0,963	-28,803	5,257	44,485	581,269
46910	0,5	-0,301	-1,019	-24,454	11,05	36,771	580,839
47010	0,49	-0,308	-1,002	-16,802	9,67	36,705	580,409
47110	0,46	-0,306	-0,949	-21,172	2,538	28,361	579,98
47210	0,453	-0,302	-0,971	-26,214	2,298	24,725	579,55
47310	0,486	-0,31	-1,05	-19,25	8,966	31,987	579,121
47410	0,485	-0,306	-1,047	-15,266	5,362	28,859	578,691
47510	0,442	-0,29	-0,973	-16,608	-1,357	18,534	578,26
47610	0,438	-0,284	-0,96	-14,455	5,481	12,345	577,83
47710	0,433	-0,277	-0,94	-11,483	6,971	12,363	577,399
47810	0,442	-0,276	-0,954	-7,924	4,173	12,824	576,967
47910	0,459	-0,282	-0,995	-5,566	3,007	11,397	576,536
48010	0,457	-0,286	-0,99	-7,592	2,472	7,24	576,105
48110	0,456	-0,284	-0,986	-6,86	4,995	5,5	575,674
48210	0,445	-0,276	-0,967	1,073	2,896	14,039	575,244
48310	0,427	-0,273	-0,914	0,745	7,812	3,923	574,813
48410	0,424	-0,268	-0,903	-3,358	7,265	-9,618	574,382
48510	0,401	-0,264	-0,844	1,671	4,996	-7,515	573,952
48610	0,418	-0,275	-0,85	5,192	7,956	-6,24	573,521
48710	0,432	-0,269	-0,837	-0,754	1,707	-9,598	573,091
48810	0,425	-0,266	-0,837	-5,977	3,886	-15,151	572,661
48910	0,443	-0,27	-0,868	-5,223	1,857	-14,794	572,232
49010	0,464	-0,269	-0,897	-1,476	-1,959	-11,591	571,803
49110	0,486	-0,273	-0,958	-0,956	1,168	-13,537	571,374
49210	0,496	-0,276	-0,973	-7,109	-4,276	-19,557	570,945
49310	0,479	-0,261	-0,937	-9,616	-5,483	-15,416	570,515
49410	0,488	-0,259	-0,972	-3,265	-3,981	4,274	570,085
49510	0,503	-0,262	-1,012	-6,586	-3,213	8,716	569,654
49610	0,493	-0,253	-0,982	-15,066	-7,939	8,112	569,224
49710	0,487	-0,25	-0,972	-12,464	-2,745	18,252	568,793
49810	0,489	-0,254	-0,978	-11,345	-2,472	30,464	568,363
49910	0,497	-0,251	-0,965	-18,242	-6,141	37,617	567,932
50010	0,499	-0,246	-0,959	-23,455	1,499	43,832	567,502
50110	0,504	-0,253	-0,944	-26,172	1,165	52,467	567,072
50210	0,526	-0,267	-0,972	-28,062	-1,682	60,321	566,642
50310	0,54	-0,28	-1,027	-32,428	-0,399	63,063	566,211
50410	0,528	-0,283	-1,021	-35,448	10,398	55,317	565,781
50510	0,513	-0,284	-0,976	-31,636	8,382	55,638	565,35
50610	0,512	-0,298	-0,973	-33,808	0,459	53,802	564,919
50710	0,524	-0,322	-1,033	-38,062	4,728	52,683	564,489
50810	0,532	-0,335	-1,088	-35,957	7,046	60,293	564,061
50910	0,545	-0,342	-1,156	-35,126	8,639	58,011	563,634
51010	0,507	-0,334	-1,122	-39,015	5,313	50,822	563,206
51110	0,474	-0,316	-1,087	-36,177	16,586	43,693	562,777
51210	0,478	-0,303	-1,07	-28,452	17,096	42,482	562,346
51310	0,459	-0,294	-1,031	-29,178	8,174	37,905	561,915
51410	0,434	-0,276	-0,992	-31,157	15,118	33,9	561,484
51510	0,43	-0,258	-0,944	-26,965	14,828	41,51	561,054
51610	0,414	-0,24	-0,854	-20,972	9,938	46,274	560,624
51710	0,392	-0,225	-0,791	-18,391	11,762	39,071	560,194
51810	0,387	-0,223	-0,781	-22,182	9,525	28,079	559,764
51910	0,417	-0,237	-0,837	-22,214	8,335	27,668	559,334
52010	0,444	-0,246	-0,889	-22,293	3,207	34,889	558,904
52110	0,439	-0,244	-0,881	-28,112	1,283	33,633	558,474
52210	0,44	-0,243	-0,881	-26,917	10,422	27,741	558,044
52310	0,463	-0,246	-0,935	-21,039	10,599	21,947	557,615
52410	0,459	-0,253	-0,911	-18,273	0,149	18,956	557,185
52510	0,442	-0,246	-0,874	-19,399	3,005	18,009	556,756
52610	0,445	-0,243	-0,882	-20,038	7,919	23,459	556,327
52710	0,446	-0,242	-0,852	-19,152	3,996	27,553	555,898
52810	0,437	-0,229	-0,831	-17,106	0,588	26,224	555,468
52910	0,443	-0,238	-0,835	-14,944	-2,138	23,131	555,038
53010	0,46	-0,247	-0,886	-16,536	0,206	16,814	554,607
53110	0,466	-0,25	-0,918	-19,26	-0,913	16,359	554,177
53210	0,46	-0,252	-0,895	-20,231	-5,957	18,359	553,747
53310	0,439	-0,238	-0,848	-14,587	-4,315	27,227	553,317
53410	0,488	-0,249	-0,98	-11,755	-0,539	28,283	552,888
53510	0,503	-0,253	-1,021	-12,967	-1,607	19,459	552,458
53610	0,457	-0,24	-0,904	-16,897	-3,023	5,807	552,028
53710	0,44	-0,232	-0,871	-14,357	-4,975	8,483	551,598
53810	0,437	-0,222	-0,861	-2,344	-4,821	36,057	551,168
53910	0,455	-0,217	-0,903	-5,786	2,635	39,888	550,737
54010	0,496	-0,227	-0,997	-13,84	3,145	24,817	550,307
54110	0,522	-0,235	-1,058	-14,557	-5,495	15,453	549,877
54210	0,522	-0,246	-1,087	-11,846	-8,314	25,253	549,448
54310	0,531	-0,238	-1,109	-9,371	-1,49	49,042	549,018
54410	0,552	-0,239	-1,062	-11,743	3,848	54,6	548,589
54510	0,547	-0,243	-1,034	-17,016	1,529	36,378	548,16
54610	0,549	-0,252	-1,09	-16,431	-11,183	31,361	547,73
54710	0,559	-0,266	-1,098	-17,655	-7,128	37,356	547,3
54810	0,542	-0,249	-1,052	-16,279	8,818	47,427	546,87
54910	0,549	-0,262	-1,053	-18,053	2,465	40,164	546,44
55010	0,523	-0,265	-1,014	-20,508	-8,288	20,401	546,009
55110	0,502	-0,262	-1,002	-11,759	-3,119	17,591	545,579
55210	0,504	-0,269	-1,019	-5,28	3,458	22,297	545,149
55310	0,49	-0,252	-0,975	-3,867	1,365	20,463	544,719
55410	0,471	-0,241	-0,931	-7,647	-5,42	6,173	544,289
55510	0,474	-0,249	-0,96	-3,789	-4,743	1,844	543,859
55610	0,482	-0,248	-0,959	6,827	7,701	0,58	543,429
55710	0,456	-0,234	-0,907	12,249	7,643	-5,769	543
55810	0,47	-0,24	-0,943	8,297	-3,167	-15,003	542,57
55910	0,47	-0,244	-0,954	3,993	-1,753	-17,049	542,141
56010	0,449	-0,242	-0,923	5,197	15,893	-14,673	541,712
56110	0,453	-0,235	-0,918	6,265	14,247	-14,412	541,282
56210	0,454	-0,233	-0,92	7,53	-0,681	-12,821	540,852
56310	0,442	-0,237	-0,914	4,418	-0,712	-10,704	540,422
56410	0,441	-0,246	-0,927	-6,7	6,52	-12,6	539,992
56510	0,439	-0,245	-0,92	-9,196	9,159	-10,147	539,562
56610	0,419	-0,231	-0,866	-1,643	-1,468	2,145	539,132
56710	0,425	-0,232	-0,882	-0,529	-5,132	7,039	538,702
56810	0,433	-0,236	-0,895	-9,261	2,932	-0,955	538,272
56910	0,433	-0,242	-0,898	-14,385	2,324	-4,185	537,843
57010	0,431	-0,238	-0,906	-7,496	-7,85	11,937	537,413
57110	0,427	-0,233	-0,891	-3,71	-6,837	25,758	536,984
57210	0,389	-0,217	-0,784	-11,894	4,348	17,556	536,555
57310	0,401	-0,211	-0,79	-14,49	3,274	12,163	536,127
57410	0,439	-0,233	-0,895	-10,065	-3,779	13,461	535,698
57510	0,44	-0,241	-0,92	-7,659	-8,227	24,097	535,27
57610	0,434	-0,238	-0,902	-10,581	-2,282	36,52	534,841
57710	0,433	-0,234	-0,881	-17,699	9,181	30,033	534,413
57810	0,429	-0,219	-0,847	-15,895	3,592	25,085	533,984
57910	0,4	-0,208	-0,782	-11,021	-7,428	28,269	533,555
58010	0,39	-0,21	-0,774	-12,829	-2,507	31,82	533,125
58110	0,414	-0,212	-0,815	-13,841	10,053	38,928	532,695
58210	0,458	-0,22	-0,904	-12,381	7,655	44,134	532,265
58310	0,522	-0,245	-1,046	-14,135	-3,872	39,802	531,836
58410	0,53	-0,245	-1,077	-19,327	-0,624	32,858	531,407
58510	0,505	-0,23	-1,014	-19,206	6,035	44,726	530,978
58610	0,51	-0,241	-0,957	-18,399	3,858	54,577	530,549
58710	0,505	-0,231	-0,927	-24,279	2,485	47,19	530,119
58810	0,51	-0,239	-0,942	-25,523	1,082	39,682	529,689
58910	0,551	-0,275	-1,036	-17,739	-2,981	46,599	529,259
59010	0,535	-0,274	-1,042	-19,413	-1,473	48,117	528,831
59110	0,529	-0,277	-1,031	-23,548	3,595	37,054	528,404
59210	0,526	-0,275	-1,043	-16,231	1,019	35,45	527,978
59310	0,499	-0,272	-1,003	-13,708	-2,524	21,239	527,552
59410	0,485	-0,265	-0,95	-12,632	-4,489	8,19	527,126
59510	0,492	-0,266	-0,98	-6,427	-2,037	5,865	526,699
59610	0,475	-0,259	-0,949	-4,537	2,593	-4,543	526,27
59710	0,465	-0,249	-0,899	1,047	-3,825	-7,248	525,842
59810	0,484	-0,25	-0,949	10,192	-9,468	-0,295	525,413
59910	0,469	-0,243	-0,926	4,132	-0,82	-15,158	524,984
60010	0,468	-0,237	-0,932	1,585	1,352	-22,793	524,556
60110	0,468	-0,235	-0,926	11,308	0,513	-16,623	524,127
60210	0,456	-0,241	-0,945	13,904	5,446	-20,453	523,698
60310	0,478	-0,251	-1,016	10,167	2,706	-17,828	523,268
60410	0,483	-0,26	-1,011	-1,202	1,698	-23,71	522,839
60510	0,43	-0,249	-0,932	-4,528	-0,559	-17,098	522,409
60610	0,412	-0,244	-0,884	0,451	4,964	-4,475	521,98
60710	0,426	-0,241	-0,904	1,893	9,184	-4,729	521,55
60810	0,434	-0,248	-0,934	0,397	-2,596	-2,738	521,12
60910	0,429	-0,268	-0,928	-5,814	-6,335	-4,177	520,691
61010	0,421	-0,265	-0,941	-4,742	6,442	2,265	520,261
61110	0,394	-0,247	-0,847	-1,162	6,485	13,184	519,832
61210	0,412	-0,254	-0,879	-0,891	3,506	9,816	519,403
61310	0,407	-0,254	-0,892	-0,268	3,74	5,381	518,974
61410	0,38	-0,26	-0,819	-4,055	2,298	0,514	518,546
61510	0,408	-0,272	-0,906	-3,183	10,812	-3,828	518,118
61610	0,439	-0,278	-0,949	-0,121	13,062	-6,515	517,69
61710	0,431	-0,29	-0,928	3,342	3,432	-1,61	517,263
61810	0,397	-0,285	-0,879	-2,404	2,539	-3,064	516,835
61910	0,389	-0,289	-0,836	-9,552	4,979	-5,086	516,407
62010	0,405	-0,286	-0,839	-7,05	12,955	-11,522	515,979
62110	0,445	-0,27	-0,844	-6,179	6,197	-21,489	515,551
62210	0,478	-0,292	-0,911	-0,946	-5,94	-14,585	515,123
62310	0,507	-0,306	-0,99	-6,885	-0,43	-13,094	514,695
62410	0,526	-0,299	-1,027	-12,868	-2,781	1,305	514,267
62510	0,54	-0,301	-1,063	-11,595	2,073	9,188	513,839
62610	0,548	-0,292	-1,087	-12,378	-2,467	3,5	513,41
62710	0,513	-0,274	-1,015	-6,423	-8,677	6,587	512,981
62810	0,489	-0,268	-0,961	-7,051	2,22	4,231	512,552
62910	0,498	-0,279	-0,992	-13,098	-0,348	10,881	512,122
63010	0,513	-0,275	-0,989	-12,546	-2,966	27,079	511,692
63110	0,529	-0,275	-1,023	-13,58	1,354	27,372	511,263
63210	0,52	-0,276	-1,025	-16,041	2,565	19,128	510,833
63310	0,521	-0,279	-1,028	-11,578	0,295	23,26	510,404
63410	0,49	-0,271	-0,955	-11,395	-0,095	30,271	509,976
63510	0,465	-0,262	-0,877	-18,501	3,67	28,035	509,547
63610	0,506	-0,279	-0,988	-17,207	2,171	31,126	509,119
63710	0,525	-0,296	-1,093	-15,883	-2,113	33,194	508,691
63810	0,468	-0,273	-0,965	-16,821	7,327	26,108	508,262
63910	0,429	-0,258	-0,832	-13,038	5,888	29,591	507,834
64010	0,425	-0,263	-0,826	-17,564	-3,903	31,381	507,405
64110	0,485	-0,294	-1,014	-24,847	2,958	27,565	506,976
64210	0,522	-0,316	-1,123	-18,813	-0,681	46,384	506,547
64310	0,46	-0,282	-0,948	-9,832	-3,585	62,467	506,118
64410	0,424	-0,261	-0,887	-9,924	11,97	45,538	505,689
64510	0,408	-0,257	-0,868	-21,035	13,572	9,562	505,262
64610	0,416	-0,271	-0,874	-13,843	0,965	8,301	504,835
64710	0,413	-0,28	-0,883	0,606	-2,898	36,748	504,409
64810	0,386	-0,265	-0,824	-10,015	6,525	41,758	503,982
64910	0,396	-0,254	-0,85	-15,68	17,783	34,43	503,554
65010	0,428	-0,26	-0,91	-11,03	13,224	15,093	503,125
65110	0,408	-0,259	-0,869	-3,75	-4,373	4,981	502,696
65210	0,397	-0,265	-0,876	-0,802	-6,689	16,526	502,266
65310	0,397	-0,271	-0,874	-11,699	19,665	10,076	501,837
65410	0,411	-0,267	-0,892	-9,411	20,152	11,908	501,408
65510	0,42	-0,266	-0,901	-1,655	-2,79	12,06	500,979
65610	0,401	-0,265	-0,882	-2,758	-1,408	-0,642	500,55
65710	0,427	-0,283	-0,94	-3,965	17,34	-4,129	500,122
65810	0,437	-0,29	-0,937	-4,035	17,472	-1,016	499,693
65910	0,417	-0,278	-0,874	-0,685	1,353	6,747	499,265
66010	0,408	-0,278	-0,846	-5,566	-3,097	0,342	498,837
66110	0,438	-0,283	-0,898	-15,15	4,301	-14,58	498,408
66210	0,47	-0,29	-0,951	-7,981	15,386	-17,815	497,979
66310	0,473	-0,285	-0,935	6,432	1,34	-2,163	497,55
66410	0,479	-0,282	-0,928	0,951	-11,218	-0,782	497,121
66510	0,472	-0,284	-0,931	-17,291	-5,014	-7,737	496,692
66610	0,462	-0,272	-0,92	-16,67	6,153	1,209	496,262
66710	0,478	-0,263	-0,921	-2,63	3,687	5,453	495,833
66810	0,488	-0,264	-0,94	4,428	-13,271	5,323	495,404
66910	0,48	-0,278	-0,953	-4,872	-5,487	-5,64	494,976
67010	0,487	-0,28	-0,989	-17,018	0,131	-1,515	494,547
67110	0,488	-0,265	-0,974	-8,813	1,951	21,433	494,118
67210	0,507	-0,27	-1,013	-1,574	-0,317	26,507	493,689
67310	0,496	-0,272	-1,02	-12,411	-6,337	7,314	493,26
67410	0,479	-0,27	-0,964	-15,829	5,605	-2,1	492,831
67510	0,482	-0,272	-0,966	-6,248	7,817	16,465	492,401
67610	0,484	-0,272	-0,975	-5,993	-3,986	32,468	491,972
67710	0,478	-0,268	-0,958	-16,564	1,178	28,317	491,543
67810	0,453	-0,26	-0,907	-22,903	10,193	19,236	491,115
67910	0,455	-0,259	-0,903	-14,021	6,931	22,196	490,686
68010	0,47	-0,268	-0,937	-5,928	-2,363	32,181	490,258
68110	0,473	-0,28	-0,965	-14,334	3,774	30,414	489,829
68210	0,462	-0,274	-0,944	-20,407	18,316	28,013	489,4
68310	0,453	-0,264	-0,891	-15,634	11,97	34,24	488,971
68410	0,449	-0,264	-0,881	-14,129	-1,678	35,542	488,542
68510	0,459	-0,274	-0,922	-18,952	3,261	30,837	488,113
68610	0,463	-0,28	-0,929	-16,329	18,537	29,251	487,684
68710	0,452	-0,267	-0,884	-11,671	11,155	31,062	487,255
68810	0,431	-0,268	-0,847	-17,091	-1,763	25,257	486,827
68910	0,431	-0,278	-0,859	-20,03	6,051	21,329	486,398
69010	0,448	-0,273	-0,886	-14,679	12,041	27,557	485,97
69110	0,449	-0,281	-0,894	-7,575	11,122	28,205	485,542
69210	0,452	-0,285	-0,912	-14,1	1,939	11,022	485,114
69310	0,435	-0,289	-0,906	-17,236	1,167	4,96	484,686
69410	0,442	-0,291	-0,888	-6,804	12,836	17,005	484,258
69510	0,449	-0,294	-0,919	-8,342	2,2	21,979	483,83
69610	0,476	-0,301	-0,994	-16,38	-0,667	10,71	483,401
69710	0,469	-0,298	-0,984	-15,7	3,102	5,123	482,972
69810	0,434	-0,289	-0,892	-9,07	5,98	2,573	482,543
69910	0,442	-0,28	-0,892	-1,402	6,348	5,288	482,114
70010	0,451	-0,287	-0,922	-7,76	-1,359	2,809	481,684
70110	0,449	-0,297	-0,911	-17,348	3,121	-9,527	481,255
70210	0,458	-0,284	-0,912	-7,197	2,268	6,032	480,826
70310	0,467	-0,282	-0,921	-1,414	2,922	6,293	480,397
70410	0,475	-0,282	-0,945	-6,556	-0,056	-3,136	479,968
70510	0,489	-0,282	-0,979	-11,162	1,642	-7,468	479,539
70610	0,477	-0,276	-0,968	-8,39	2,438	2,805	479,111
70710	0,442	-0,258	-0,855	-3,569	4,136	13,472	478,682
70810	0,42	-0,248	-0,786	-6,318	7,815	5,322	478,254
70910	0,412	-0,241	-0,766	-11,557	-2,55	5,708	477,826
71010	0,415	-0,242	-0,785	-15,048	0,109	10,554	477,397
71110	0,433	-0,248	-0,821	-12,959	5,162	23,775	476,969
71210	0,462	-0,26	-0,876	-14,644	2,38	29,67	476,54
71310	0,487	-0,265	-0,951	-16,741	2,09	30,182	476,111
71410	0,492	-0,282	-0,97	-20,664	7,34	21,403	475,682
71510	0,502	-0,276	-0,989	-19,334	10,898	23,66	475,253
71610	0,502	-0,278	-0,987	-15,446	-0,243	43,518	474,824
71710	0,485	-0,284	-0,948	-20,103	7,515	39,894	474,395
71810	0,492	-0,284	-0,969	-21,76	12,925	34,641	473,966
71910	0,476	-0,279	-0,921	-20,467	3,84	31,9	473,538
72010	0,449	-0,273	-0,885	-17,714	2,711	32,49	473,111
72110	0,462	-0,289	-0,918	-21,251	1,452	34,381	472,683
72210	0,449	-0,283	-0,888	-21,974	10,821	29,849	472,256
72310	0,442	-0,283	-0,915	-18,248	10,421	26,595	471,828
72410	0,447	-0,296	-0,928	-20,157	3,431	17,45	471,401
72510	0,441	-0,294	-0,922	-18,734	4,287	17,835	470,973
72610	0,436	-0,296	-0,918	-17,512	10,965	18,553	470,545
72710	0,438	-0,294	-0,915	-15,512	11,621	18,935	470,117
72810	0,443	-0,288	-0,913	-16,819	3,939	17,052	469,688
72910	0,437	-0,284	-0,904	-18,051	4,45	13,344	469,26
73010	0,446	-0,293	-0,92	-11,972	9,185	16,543	468,83
73110	0,455	-0,293	-0,929	-11,52	9,879	11,551	468,401
73210	0,455	-0,281	-0,924	-13,555	1,676	12,474	467,972
73310	0,453	-0,295	-0,929	-14,566	0,209	14,33	467,543
73410	0,459	-0,287	-0,922	-14,985	7,16	8,881	467,114
73510	0,497	-0,279	-0,969	-7,178	6,491	11,765	466,686
73610	0,491	-0,288	-0,981	-5,703	0,68	11,15	466,26
73710	0,478	-0,287	-0,942	-11,74	-2,102	9,565	465,835
73810	0,509	-0,305	-1,033	-12,444	2,58	13,753	465,41
73910	0,504	-0,307	-1,052	-5,056	5,627	23,142	464,984
74010	0,464	-0,275	-0,934	-6,728	-3,714	17,178	464,556
74110	0,454	-0,267	-0,88	-12,939	-9,826	5,33	464,128
74210	0,449	-0,276	-0,885	-10,959	1,482	0,991	463,699
74310	0,434	-0,268	-0,883	-10,038	-7,207	9,512	463,27
74410	0,491	-0,291	-0,998	-4,926	-5,45	16,082	462,842
74510	0,509	-0,298	-1,035	-6,626	4,857	1,857	462,413
74610	0,495	-0,292	-1,02	-12,698	-2,41	-9,113	461,985
74710	0,455	-0,274	-0,925	-6,713	2,477	-2,721	461,557
74810	0,382	-0,244	-0,737	-0,453	4,101	10,823	461,129
74910	0,423	-0,263	-0,82	-13,909	2,938	-6,772	460,701
75010	0,484	-0,279	-0,986	-19,312	-3,85	-15,337	460,273
75110	0,476	-0,266	-0,991	-8,236	4,853	-6,905	459,845
75210	0,43	-0,245	-0,841	-1,461	18,721	-5,376	459,417
75310	0,4	-0,236	-0,749	-3,508	5,417	1,145	458,988
75410	0,437	-0,254	-0,857	-16,335	-5,3	6,75	458,56
75510	0,454	-0,26	-0,902	-21,582	-1,581	27,651	458,132
75610	0,46	-0,248	-0,902	-15,245	16,177	39,824	457,704
75710	0,486	-0,243	-0,936	-11,915	13,18	31,865	457,276
75810	0,476	-0,25	-0,92	-15,83	-5,44	24,907	456,847
75910	0,457	-0,266	-0,888	-24,824	3,437	28,182	456,419
76010	0,486	-0,271	-0,904	-30,128	10,47	55,139	455,991
76110	0,508	-0,269	-0,913	-29,193	3,903	77,014	455,563
76210	0,478	-0,268	-0,899	-36,001	6,979	55,994	455,136
76310	0,472	-0,28	-0,948	-36,937	9,424	32,35	454,709
76410	0,481	-0,295	-0,979	-23,751	7,996	40,245	454,282
76510	0,468	-0,3	-0,952	-23,984	9,411	52,947	453,855
76610	0,462	-0,296	-0,944	-36,009	18,928	50,064	453,429
76710	0,464	-0,289	-0,951	-34,865	20,857	47,702	453,002
76810	0,48	-0,299	-1,001	-25,564	8,888	46,922	452,576
76910	0,456	-0,3	-0,982	-22,853	6,077	41,127	452,149
77010	0,44	-0,304	-0,972	-21,582	13,18	42,892	451,723
77110	0,432	-0,298	-0,971	-18,574	22,598	42,321	451,296
77210	0,446	-0,297	-0,995	-19,955	14,084	30,505	450,869
77310	0,449	-0,298	-1,019	-19,382	2,988	20,998	450,442
77410	0,428	-0,295	-0,993	-13,579	11,368	18,159	450,015
77510	0,446	-0,3	-1,02	-11,816	15,939	14,784	449,588
77610	0,45	-0,305	-1,034	-13,45	9,313	9,108	449,16
77710	0,447	-0,303	-1,017	-11,665	-0,22	9,41	448,732
77810	0,447	-0,301	-1,002	-12,699	4,852	2,042	448,304
77910	0,442	-0,301	-0,982	-10,954	9,522	-4,547	447,875
78010	0,441	-0,297	-0,966	-5,105	5,345	-7,257	447,447
78110	0,441	-0,306	-0,973	-5,065	-2,133	-11,161	447,019
78210	0,422	-0,303	-0,912	-9,692	-8,571	-9,791	446,591
78310	0,45	-0,304	-0,961	-7,859	3,538	-9,938	446,163
78410	0,481	-0,295	-0,984	-3,221	7,189	-14,352	445,734
78510	0,485	-0,292	-0,965	3,952	-10,064	-10,553	445,306
78610	0,471	-0,293	-0,962	2,929	-8,775	-12,189	444,878
78710	0,448	-0,276	-0,883	-5,305	-2,251	-9,314	444,45
78810	0,457	-0,273	-0,895	-1,517	4,429	-2,13	444,022
78910	0,466	-0,272	-0,916	1,743	3,523	-12,026	443,595
79010	0,456	-0,263	-0,89	5,292	-7,881	-14,653	443,168
79110	0,465	-0,266	-0,927	3,506	-1,31	-15,866	442,741
79210	0,463	-0,267	-0,921	-5,076	7,259	-19,11	442,315
79310	0,45	-0,254	-0,873	-3,567	6,327	-12,458	441,888
79410	0,439	-0,24	-0,844	-0,283	-5,349	-1,532	441,461
79510	0,43	-0,24	-0,821	-4,637	-2,592	-2,246	441,034
79610	0,453	-0,252	-0,896	-11,909	7,139	-8,506	440,606
79710	0,458	-0,251	-0,92	-11,018	0,43	2,915	440,178
79810	0,455	-0,25	-0,903	-5,7	2,238	14,971	439,75
79910	0,453	-0,25	-0,896	-11,471	0,683	18,68	439,321
80010	0,447	-0,245	-0,887	-21,433	3,943	18,036	438,894
80110	0,446	-0,241	-0,865	-20,916	8,631	25,624	438,466
80210	0,48	-0,249	-0,911	-15,628	1,556	41,536	438,039
80310	0,49	-0,26	-0,935	-20,175	5,878	45,652	437,612
80410	0,484	-0,26	-0,913	-26,248	13,827	42,722	437,184
80510	0,485	-0,261	-0,899	-22,33	12,389	47,251	436,757
80610	0,486	-0,273	-0,898	-23,594	3,755	49,548	436,33
80710	0,493	-0,285	-0,953	-31,698	3,186	47,398	435,903
80810	0,49	-0,286	-0,952	-28,106	13,434	56,106	435,476
80910	0,479	-0,285	-0,919	-23,323	10,983	58,26	435,049
81010	0,468	-0,289	-0,937	-30,246	5,743	40,259	434,622
81110	0,469	-0,297	-0,976	-29,157	13,192	31,618	434,194
